Location,Date,Year,Month,Day,Hour,AQI,PM2.5,PM10,O3,CO,SO2,NO2,Temperature,Humidity,AQI_Class
Kathmandu,2024-08-05,2024,8,5,23,63,30.44,50.55,31.57,0.36,25.24,34.58,14.4,46.1,Moderate
Kathmandu,2024-08-06,2024,8,6,0,50,24.18,42.26,56.85,1.01,23.53,69.88,13.6,33.6,Good
Kathmandu,2024-08-06,2024,8,6,1,47,22.45,44.34,49.04,1.05,13.48,41.2,12.2,33.8,Good
Kathmandu,2024-08-06,2024,8,6,2,47,22.7,35.19,34.45,0.88,35.0,57.63,17.9,31.6,Good
Kathmandu,2024-08-06,2024,8,6,3,42,20.33,34.66,49.25,1.05,31.38,33.9,16.4,30.0,Good
Kathmandu,2024-08-06,2024,8,6,4,40,19.23,37.98,55.84,1.12,20.66,75.75,19.4,34.5,Good
Kathmandu,2024-08-06,2024,8,6,5,53,25.65,52.97,38.08,0.6,32.81,48.65,18.1,40.7,Moderate
Kathmandu,2024-08-06,2024,8,6,6,62,29.6,54.47,25.07,0.53,32.76,50.98,22.2,49.5,Moderate
Kathmandu,2024-08-06,2024,8,6,7,65,30.95,47.45,43.24,0.87,33.91,74.37,22.5,50.6,Moderate
Kathmandu,2024-08-06,2024,8,6,8,78,37.3,60.92,45.16,0.53,36.36,28.82,32.6,56.1,Moderate
Kathmandu,2024-08-06,2024,8,6,9,75,35.96,71.12,39.35,1.12,27.85,62.43,27.7,62.0,Moderate
Kathmandu,2024-08-06,2024,8,6,10,61,29.19,44.96,56.39,0.85,38.96,15.04,28.9,66.3,Moderate
Kathmandu,2024-08-06,2024,8,6,11,54,26.05,46.27,25.01,0.69,39.26,64.36,30.2,66.3,Moderate
Kathmandu,2024-08-06,2024,8,6,12,41,19.57,33.12,47.78,0.5,11.4,33.92,31.8,73.2,Good
Kathmandu,2024-08-06,2024,8,6,13,46,21.98,38.61,41.75,0.4,28.96,72.65,32.9,73.9,Good
Kathmandu,2024-08-06,2024,8,6,14,46,21.91,32.94,54.63,0.5,8.17,21.08,28.6,74.9,Good
Kathmandu,2024-08-06,2024,8,6,15,45,21.69,41.17,39.69,0.36,30.84,71.34,31.3,76.5,Good
Kathmandu,2024-08-06,2024,8,6,16,50,24.12,52.21,31.87,0.8,28.22,16.75,24.5,71.5,Good
Kathmandu,2024-08-06,2024,8,6,17,59,28.49,52.53,32.03,1.05,13.82,29.65,25.0,76.7,Moderate
Kathmandu,2024-08-06,2024,8,6,18,78,37.34,76.68,45.76,0.74,20.86,47.21,23.3,69.1,Moderate
Kathmandu,2024-08-06,2024,8,6,19,89,42.46,82.07,24.72,0.35,10.63,52.57,20.8,61.1,Moderate
Kathmandu,2024-08-06,2024,8,6,20,83,39.98,77.33,21.86,0.39,8.33,14.27,18.0,59.6,Moderate
Kathmandu,2024-08-06,2024,8,6,21,81,39.04,67.98,54.8,0.69,16.59,54.09,14.6,52.7,Moderate
Kathmandu,2024-08-06,2024,8,6,22,66,31.61,60.54,29.0,0.87,35.47,32.41,15.6,50.5,Moderate
Kathmandu,2024-08-06,2024,8,6,23,53,25.29,48.36,39.57,0.84,7.91,78.1,14.0,37.7,Moderate
Kathmandu,2024-08-07,2024,8,7,0,48,23.18,46.4,49.69,1.15,23.52,47.8,10.9,32.8,Good
Kathmandu,2024-08-07,2024,8,7,1,42,20.13,42.21,21.72,0.3,16.05,24.98,13.7,38.3,Good
Kathmandu,2024-08-07,2024,8,7,2,45,21.53,36.26,51.5,1.06,5.08,20.77,16.4,36.0,Good
Kathmandu,2024-08-07,2024,8,7,3,43,20.5,44.42,37.87,0.48,29.81,53.12,14.6,36.4,Good
Kathmandu,2024-08-07,2024,8,7,4,49,23.43,36.61,33.66,0.39,34.88,19.87,14.7,33.3,Good
Kathmandu,2024-08-07,2024,8,7,5,52,25.13,55.03,52.37,0.76,8.14,66.11,20.3,43.4,Moderate
Kathmandu,2024-08-07,2024,8,7,6,61,29.4,48.73,50.67,0.35,38.11,74.26,23.8,45.0,Moderate
Kathmandu,2024-08-07,2024,8,7,7,73,35.1,66.26,59.56,0.31,36.12,46.09,27.7,48.6,Moderate
Kathmandu,2024-08-07,2024,8,7,8,67,32.21,50.73,32.1,0.93,13.11,37.85,27.3,55.6,Moderate
Kathmandu,2024-08-07,2024,8,7,9,63,30.26,52.14,39.35,0.38,9.67,17.49,28.7,56.2,Moderate
Kathmandu,2024-08-07,2024,8,7,10,56,27.04,51.24,54.04,1.08,39.97,73.02,29.5,73.4,Moderate
Kathmandu,2024-08-07,2024,8,7,11,42,20.18,44.02,33.35,1.14,21.94,67.97,30.6,68.0,Good
Kathmandu,2024-08-07,2024,8,7,12,44,21.3,38.68,36.42,0.88,14.59,79.45,30.2,76.3,Good
Kathmandu,2024-08-07,2024,8,7,13,45,21.86,45.51,29.41,1.09,34.4,39.94,31.6,77.0,Good
Kathmandu,2024-08-07,2024,8,7,14,43,20.61,37.65,32.7,0.7,18.29,50.81,28.4,78.6,Good
Kathmandu,2024-08-07,2024,8,7,15,46,22.31,42.36,52.45,0.5,34.04,36.17,26.6,68.3,Good
Kathmandu,2024-08-07,2024,8,7,16,43,20.56,31.33,46.03,0.89,30.89,12.11,28.8,70.6,Good
Kathmandu,2024-08-07,2024,8,7,17,44,21.03,35.44,34.12,0.88,7.16,40.79,23.4,61.0,Good
Kathmandu,2024-08-07,2024,8,7,18,71,33.95,66.23,57.84,0.96,27.09,25.58,21.4,65.6,Moderate
Kathmandu,2024-08-07,2024,8,7,19,73,35.13,58.19,39.65,0.6,25.69,15.27,18.6,56.4,Moderate
Kathmandu,2024-08-07,2024,8,7,20,101,48.5,94.57,47.39,1.07,13.05,64.44,19.6,58.6,Unhealthy_Sensitive
Kathmandu,2024-08-07,2024,8,7,21,84,40.22,82.12,50.27,0.92,25.29,78.06,17.2,51.0,Moderate
Kathmandu,2024-08-07,2024,8,7,22,74,35.32,57.56,32.84,0.93,19.3,13.75,14.9,44.6,Moderate
Kathmandu,2024-08-07,2024,8,7,23,53,25.28,52.58,57.2,0.78,17.3,15.87,14.7,40.4,Moderate
Kathmandu,2024-08-08,2024,8,8,0,41,19.98,32.77,29.99,0.69,7.14,79.74,13.8,38.8,Good
Kathmandu,2024-08-08,2024,8,8,1,42,20.32,37.9,50.29,1.13,14.95,20.15,11.6,37.7,Good
Kathmandu,2024-08-08,2024,8,8,2,48,23.04,45.91,52.03,0.74,15.16,11.44,14.2,32.8,Good
Kathmandu,2024-08-08,2024,8,8,3,46,21.99,39.26,45.61,0.43,23.49,61.06,15.3,35.7,Good
Kathmandu,2024-08-08,2024,8,8,4,45,21.62,43.32,33.42,0.68,10.91,59.67,17.9,34.3,Good
Kathmandu,2024-08-08,2024,8,8,5,44,21.38,32.68,51.58,0.64,20.33,73.4,19.3,43.8,Good
Kathmandu,2024-08-08,2024,8,8,6,61,29.07,47.41,50.74,1.06,36.9,37.53,25.9,42.9,Moderate
Kathmandu,2024-08-08,2024,8,8,7,71,34.03,60.63,24.17,0.7,35.35,27.66,23.9,52.9,Moderate
Kathmandu,2024-08-08,2024,8,8,8,86,41.09,71.45,32.13,1.06,19.04,65.88,24.9,57.8,Moderate
Kathmandu,2024-08-08,2024,8,8,9,83,39.61,85.49,22.66,0.63,21.15,27.33,29.7,63.7,Moderate
Kathmandu,2024-08-08,2024,8,8,10,57,27.54,51.97,21.17,0.86,16.45,53.79,27.9,62.3,Moderate
Kathmandu,2024-08-08,2024,8,8,11,56,26.8,46.86,33.3,0.77,6.52,39.12,30.9,67.1,Moderate
Kathmandu,2024-08-08,2024,8,8,12,44,21.18,36.19,24.76,0.71,6.63,47.5,32.1,73.2,Good
Kathmandu,2024-08-08,2024,8,8,13,52,24.95,41.54,27.06,1.13,32.35,74.41,28.8,77.0,Moderate
Kathmandu,2024-08-08,2024,8,8,14,43,20.74,44.94,35.48,0.31,11.61,35.52,30.2,75.2,Good
Kathmandu,2024-08-08,2024,8,8,15,41,19.81,33.15,53.19,0.58,8.73,28.34,29.3,77.0,Good
Kathmandu,2024-08-08,2024,8,8,16,58,27.93,54.71,46.94,0.72,12.78,54.86,28.1,74.1,Moderate
Kathmandu,2024-08-08,2024,8,8,17,60,28.96,57.23,43.08,1.04,13.24,66.35,25.1,70.3,Moderate
Kathmandu,2024-08-08,2024,8,8,18,67,31.99,69.99,25.39,0.73,9.74,40.97,21.8,63.5,Moderate
Kathmandu,2024-08-08,2024,8,8,19,73,34.86,64.24,45.89,1.2,11.81,68.37,21.3,62.3,Moderate
Kathmandu,2024-08-08,2024,8,8,20,103,49.1,97.07,56.4,0.53,36.93,10.14,18.1,54.1,Unhealthy_Sensitive
Kathmandu,2024-08-08,2024,8,8,21,95,45.39,74.2,50.27,0.84,10.6,49.63,17.8,39.6,Moderate
Kathmandu,2024-08-08,2024,8,8,22,80,38.19,79.42,33.03,0.97,6.15,58.62,15.6,39.6,Moderate
Kathmandu,2024-08-08,2024,8,8,23,53,25.7,42.96,52.86,0.88,24.43,77.63,12.7,42.5,Moderate
Kathmandu,2024-08-09,2024,8,9,0,35,16.74,27.9,27.14,0.67,39.56,48.81,13.3,40.2,Good
Kathmandu,2024-08-09,2024,8,9,1,42,20.34,35.71,24.8,0.77,24.31,10.95,11.4,34.1,Good
Kathmandu,2024-08-09,2024,8,9,2,45,21.66,37.52,41.85,0.66,23.34,43.53,15.1,36.7,Good
Kathmandu,2024-08-09,2024,8,9,3,50,24.26,39.11,26.18,1.12,39.95,10.71,15.7,28.0,Good
Kathmandu,2024-08-09,2024,8,9,4,58,27.9,52.44,49.52,1.15,12.18,59.53,20.5,41.1,Moderate
Kathmandu,2024-08-09,2024,8,9,5,46,22.32,40.78,24.51,0.54,17.19,78.45,21.8,39.5,Good
Kathmandu,2024-08-09,2024,8,9,6,66,31.5,59.63,47.16,0.41,30.68,53.38,23.1,37.8,Moderate
Kathmandu,2024-08-09,2024,8,9,7,76,36.47,58.97,53.96,1.14,28.18,38.62,25.2,45.0,Moderate
Kathmandu,2024-08-09,2024,8,9,8,71,34.25,57.07,35.62,0.8,32.0,54.58,29.0,49.6,Moderate
Kathmandu,2024-08-09,2024,8,9,9,66,31.59,59.33,32.95,0.85,6.86,19.86,26.7,57.7,Moderate
Kathmandu,2024-08-09,2024,8,9,10,59,28.44,47.43,33.94,1.06,10.2,46.08,27.5,61.8,Moderate
Kathmandu,2024-08-09,2024,8,9,11,54,25.99,43.0,40.63,0.85,36.06,15.72,28.6,70.8,Moderate
Kathmandu,2024-08-09,2024,8,9,12,42,20.45,44.42,20.74,0.87,25.55,16.04,28.9,68.7,Good
Kathmandu,2024-08-09,2024,8,9,13,44,21.06,42.2,59.23,1.09,35.04,75.45,27.0,70.3,Good
Kathmandu,2024-08-09,2024,8,9,14,44,21.22,40.24,21.69,0.72,32.33,45.56,31.0,73.4,Good
Kathmandu,2024-08-09,2024,8,9,15,45,21.66,42.84,54.03,1.13,7.83,14.97,27.1,71.3,Good
Kathmandu,2024-08-09,2024,8,9,16,64,30.51,55.88,51.33,0.57,30.85,28.93,24.5,74.0,Moderate
Kathmandu,2024-08-09,2024,8,9,17,64,30.66,51.52,26.97,0.47,36.9,46.17,25.5,64.7,Moderate
Kathmandu,2024-08-09,2024,8,9,18,63,30.25,63.17,27.42,0.32,6.95,54.64,24.0,69.6,Moderate
Kathmandu,2024-08-09,2024,8,9,19,84,40.18,60.9,42.79,0.75,35.24,77.51,19.5,60.4,Moderate
Kathmandu,2024-08-09,2024,8,9,20,74,35.67,64.66,44.68,0.6,39.81,73.32,12.6,52.7,Moderate
Kathmandu,2024-08-09,2024,8,9,21,74,35.28,71.68,20.98,0.92,14.4,67.26,17.8,46.8,Moderate
Kathmandu,2024-08-09,2024,8,9,22,73,34.77,60.42,51.22,0.64,10.33,59.26,15.0,43.9,Moderate
Kathmandu,2024-08-09,2024,8,9,23,57,27.55,46.98,51.39,0.91,5.16,78.12,12.4,36.1,Moderate
Kathmandu,2024-08-10,2024,8,10,0,42,20.07,30.67,25.56,0.92,32.34,13.54,16.2,41.1,Good
Kathmandu,2024-08-10,2024,8,10,1,42,20.23,43.63,39.38,0.44,15.05,43.54,15.1,31.5,Good
Kathmandu,2024-08-10,2024,8,10,2,44,21.15,45.82,41.26,0.6,9.62,47.56,17.0,44.3,Good
Kathmandu,2024-08-10,2024,8,10,3,42,20.33,30.92,46.97,0.33,29.18,39.23,13.4,30.3,Good
Kathmandu,2024-08-10,2024,8,10,4,45,21.85,42.37,52.8,1.1,9.71,57.46,20.2,35.5,Good
Kathmandu,2024-08-10,2024,8,10,5,44,21.28,34.25,42.55,1.09,20.98,25.04,23.4,41.5,Good
Kathmandu,2024-08-10,2024,8,10,6,60,28.64,54.1,40.05,0.73,17.05,41.45,19.9,43.5,Moderate
Kathmandu,2024-08-10,2024,8,10,7,68,32.47,65.23,36.54,0.59,18.45,47.84,23.0,52.8,Moderate
Kathmandu,2024-08-10,2024,8,10,8,97,46.67,94.9,39.08,0.45,19.03,71.24,26.8,53.9,Moderate
Kathmandu,2024-08-10,2024,8,10,9,90,43.2,80.22,22.15,0.61,14.14,54.88,28.1,61.0,Moderate
Kathmandu,2024-08-10,2024,8,10,10,56,26.99,45.88,43.4,0.87,39.15,30.03,30.2,62.3,Moderate
Kathmandu,2024-08-10,2024,8,10,11,46,22.26,40.49,47.97,0.63,16.51,62.16,29.5,71.1,Good
Kathmandu,2024-08-10,2024,8,10,12,47,22.46,34.33,24.24,0.36,8.66,37.57,31.3,69.4,Good
Kathmandu,2024-08-10,2024,8,10,13,43,20.58,32.6,54.99,0.89,17.19,49.47,27.6,73.4,Good
Kathmandu,2024-08-10,2024,8,10,14,49,23.38,50.45,57.24,0.44,7.68,56.74,31.2,73.5,Good
Kathmandu,2024-08-10,2024,8,10,15,44,21.15,38.53,23.48,0.77,35.13,59.97,29.8,73.3,Good
Kathmandu,2024-08-10,2024,8,10,16,45,21.86,39.84,22.06,0.54,26.83,10.18,28.2,74.8,Good
Kathmandu,2024-08-10,2024,8,10,17,58,28.01,53.64,23.97,0.53,28.96,50.14,23.5,71.2,Moderate
Kathmandu,2024-08-10,2024,8,10,18,72,34.44,66.23,39.2,0.93,23.09,50.76,23.5,68.4,Moderate
Kathmandu,2024-08-10,2024,8,10,19,84,40.1,80.24,49.49,0.93,23.43,43.64,18.2,62.1,Moderate
Kathmandu,2024-08-10,2024,8,10,20,83,39.73,79.81,31.72,0.37,26.64,54.41,18.4,53.7,Moderate
Kathmandu,2024-08-10,2024,8,10,21,85,40.57,65.47,53.49,0.96,27.41,11.94,19.2,52.4,Moderate
Kathmandu,2024-08-10,2024,8,10,22,68,32.57,51.92,47.88,0.74,7.17,73.47,17.7,41.6,Moderate
Kathmandu,2024-08-10,2024,8,10,23,63,30.02,65.94,57.06,0.86,23.82,77.8,9.8,39.0,Moderate
Kathmandu,2024-08-11,2024,8,11,0,39,19.02,33.51,26.82,0.76,12.95,44.72,14.9,38.9,Good
Kathmandu,2024-08-11,2024,8,11,1,44,20.96,34.99,40.81,0.92,17.2,74.31,14.9,34.3,Good
Kathmandu,2024-08-11,2024,8,11,2,51,24.4,49.67,48.67,0.48,33.38,58.51,17.1,38.6,Moderate
Kathmandu,2024-08-11,2024,8,11,3,45,21.59,33.22,32.77,0.75,37.1,63.61,16.3,32.4,Good
Kathmandu,2024-08-11,2024,8,11,4,54,26.14,47.72,56.42,0.55,9.39,67.51,17.9,38.2,Moderate
Kathmandu,2024-08-11,2024,8,11,5,45,21.67,35.55,28.22,0.72,27.19,76.98,19.3,40.9,Good
Kathmandu,2024-08-11,2024,8,11,6,65,31.32,47.95,54.13,0.65,34.06,29.17,24.4,39.9,Moderate
Kathmandu,2024-08-11,2024,8,11,7,80,38.35,63.1,45.98,1.17,31.16,77.93,24.0,49.6,Moderate
Kathmandu,2024-08-11,2024,8,11,8,81,38.97,69.32,27.17,1.02,28.24,44.67,29.1,58.6,Moderate
Kathmandu,2024-08-11,2024,8,11,9,75,35.83,74.1,48.84,1.09,14.41,54.79,27.2,61.7,Moderate
Kathmandu,2024-08-11,2024,8,11,10,57,27.17,57.01,27.92,0.64,22.76,13.05,24.1,66.7,Moderate
Kathmandu,2024-08-11,2024,8,11,11,51,24.5,49.27,34.55,0.65,27.17,62.58,30.2,65.8,Moderate
Kathmandu,2024-08-11,2024,8,11,12,52,25.11,43.52,26.74,0.33,16.18,60.7,24.4,71.0,Moderate
Kathmandu,2024-08-11,2024,8,11,13,43,20.73,36.31,50.55,1.11,38.64,79.54,30.3,71.6,Good
Kathmandu,2024-08-11,2024,8,11,14,45,21.75,38.19,38.93,1.06,10.78,28.76,28.8,69.7,Good
Kathmandu,2024-08-11,2024,8,11,15,46,22.02,40.83,42.5,1.11,39.74,25.78,29.5,75.2,Good
Kathmandu,2024-08-11,2024,8,11,16,45,21.54,38.37,22.53,0.99,24.48,71.81,30.2,67.0,Good
Kathmandu,2024-08-11,2024,8,11,17,59,28.47,54.91,51.61,0.82,6.48,71.2,24.4,65.8,Moderate
Kathmandu,2024-08-11,2024,8,11,18,71,33.95,73.73,56.3,0.3,26.83,61.41,19.7,68.5,Moderate
Kathmandu,2024-08-11,2024,8,11,19,71,33.82,53.71,46.95,0.31,13.82,71.91,19.9,60.0,Moderate
Kathmandu,2024-08-11,2024,8,11,20,88,41.93,86.6,53.55,0.61,16.31,51.67,18.7,59.1,Moderate
Kathmandu,2024-08-11,2024,8,11,21,86,41.18,79.41,35.91,0.78,18.89,51.35,16.9,49.6,Moderate
Kathmandu,2024-08-11,2024,8,11,22,81,38.63,77.21,27.27,0.53,5.64,37.95,12.6,46.3,Moderate
Kathmandu,2024-08-11,2024,8,11,23,63,30.19,59.86,53.06,1.07,21.43,69.21,10.7,37.2,Moderate
Kathmandu,2024-08-12,2024,8,12,0,45,21.55,43.76,46.87,1.02,34.58,78.74,12.5,36.8,Good
Kathmandu,2024-08-12,2024,8,12,1,47,22.4,35.9,41.9,0.4,33.55,25.14,17.9,38.0,Good
Kathmandu,2024-08-12,2024,8,12,2,39,18.58,39.79,48.63,0.42,15.06,33.09,14.1,35.2,Good
Kathmandu,2024-08-12,2024,8,12,3,42,20.0,31.91,26.83,0.52,10.2,58.39,16.2,41.0,Good
Kathmandu,2024-08-12,2024,8,12,4,46,22.22,33.75,57.53,0.45,28.08,21.28,17.3,39.3,Good
Kathmandu,2024-08-12,2024,8,12,5,55,26.2,51.45,53.45,0.81,30.0,26.33,18.5,45.8,Moderate
Kathmandu,2024-08-12,2024,8,12,6,59,28.34,48.91,39.39,0.67,25.59,72.6,23.2,40.8,Moderate
Kathmandu,2024-08-12,2024,8,12,7,78,37.59,74.71,51.99,0.56,36.49,47.61,23.6,56.3,Moderate
Kathmandu,2024-08-12,2024,8,12,8,93,44.67,94.15,28.62,0.36,14.63,48.63,25.2,46.0,Moderate
Kathmandu,2024-08-12,2024,8,12,9,76,36.34,54.51,35.68,1.11,13.31,13.83,25.0,61.4,Moderate
Kathmandu,2024-08-12,2024,8,12,10,55,26.33,41.74,53.58,0.45,7.41,62.21,29.0,69.1,Moderate
Kathmandu,2024-08-12,2024,8,12,11,48,23.32,49.9,25.82,0.59,25.94,48.16,30.1,71.6,Good
Kathmandu,2024-08-12,2024,8,12,12,41,19.74,35.89,47.65,0.47,22.59,14.48,30.4,66.0,Good
Kathmandu,2024-08-12,2024,8,12,13,43,20.79,37.48,59.66,1.15,34.9,23.78,28.7,73.0,Good
Kathmandu,2024-08-12,2024,8,12,14,45,21.74,40.22,26.53,0.6,39.8,36.93,28.1,77.2,Good
Kathmandu,2024-08-12,2024,8,12,15,46,21.99,40.46,48.22,1.13,33.64,12.97,30.3,75.2,Good
Kathmandu,2024-08-12,2024,8,12,16,51,24.38,41.31,56.98,0.47,39.56,27.61,25.1,75.4,Moderate
Kathmandu,2024-08-12,2024,8,12,17,62,29.81,52.42,46.61,0.88,12.72,59.44,23.6,69.5,Moderate
Kathmandu,2024-08-12,2024,8,12,18,82,39.24,68.44,47.77,0.85,11.62,54.99,20.3,63.4,Moderate
Kathmandu,2024-08-12,2024,8,12,19,104,49.54,90.23,54.36,0.8,33.44,71.94,23.4,66.1,Unhealthy_Sensitive
Kathmandu,2024-08-12,2024,8,12,20,95,45.25,84.42,34.61,0.86,30.6,66.46,17.0,45.4,Moderate
Kathmandu,2024-08-12,2024,8,12,21,84,40.25,77.55,43.17,0.97,16.91,43.76,14.5,55.5,Moderate
Kathmandu,2024-08-12,2024,8,12,22,70,33.7,67.04,39.08,0.5,30.94,57.66,14.8,47.9,Moderate
Kathmandu,2024-08-12,2024,8,12,23,70,33.48,50.55,54.96,0.36,20.25,66.94,11.7,41.4,Moderate
Kathmandu,2024-08-13,2024,8,13,0,41,19.84,39.21,50.13,0.45,26.69,28.82,14.0,36.3,Good
Kathmandu,2024-08-13,2024,8,13,1,52,25.03,41.91,54.78,0.34,27.33,36.67,12.3,40.0,Moderate
Kathmandu,2024-08-13,2024,8,13,2,51,24.37,44.37,20.03,0.46,33.66,57.42,18.0,43.7,Moderate
Kathmandu,2024-08-13,2024,8,13,3,41,19.81,34.83,30.57,0.86,32.86,62.22,17.3,30.1,Good
Kathmandu,2024-08-13,2024,8,13,4,53,25.51,44.84,32.13,0.36,19.8,38.57,19.3,37.5,Moderate
Kathmandu,2024-08-13,2024,8,13,5,46,22.3,40.03,45.89,0.81,14.29,13.45,19.6,40.1,Good
Kathmandu,2024-08-13,2024,8,13,6,56,27.03,49.7,30.67,1.06,34.48,32.74,23.9,45.0,Moderate
Kathmandu,2024-08-13,2024,8,13,7,79,37.87,62.07,32.81,1.07,30.64,19.82,24.0,49.0,Moderate
Kathmandu,2024-08-13,2024,8,13,8,76,36.24,79.44,46.63,1.11,31.83,68.27,26.4,54.6,Moderate
Kathmandu,2024-08-13,2024,8,13,9,74,35.41,64.97,48.45,0.47,9.19,52.61,25.3,67.1,Moderate
Kathmandu,2024-08-13,2024,8,13,10,53,25.37,45.36,44.76,1.1,17.78,60.86,32.2,65.1,Moderate
Kathmandu,2024-08-13,2024,8,13,11,60,29.02,62.78,59.66,0.45,35.1,38.13,29.7,66.6,Moderate
Kathmandu,2024-08-13,2024,8,13,12,43,20.58,38.77,45.04,0.64,14.86,45.44,29.2,76.3,Good
Kathmandu,2024-08-13,2024,8,13,13,47,22.65,43.92,59.31,0.96,21.11,15.55,30.1,73.5,Good
Kathmandu,2024-08-13,2024,8,13,14,47,22.71,34.64,58.8,0.77,5.32,37.42,29.1,85.4,Good
Kathmandu,2024-08-13,2024,8,13,15,61,29.27,57.02,49.56,0.73,30.08,55.7,28.5,73.7,Moderate
Kathmandu,2024-08-13,2024,8,13,16,55,26.46,40.97,48.92,0.7,29.45,58.14,26.2,82.2,Moderate
Kathmandu,2024-08-13,2024,8,13,17,65,31.23,62.86,26.92,0.33,24.9,24.56,25.6,60.7,Moderate
Kathmandu,2024-08-13,2024,8,13,18,71,33.96,52.29,22.36,0.34,34.66,57.95,20.0,64.8,Moderate
Kathmandu,2024-08-13,2024,8,13,19,90,42.91,70.59,51.43,0.5,17.76,46.55,21.7,60.9,Moderate
Kathmandu,2024-08-13,2024,8,13,20,83,39.68,70.27,58.67,0.62,9.05,18.12,18.5,59.2,Moderate
Kathmandu,2024-08-13,2024,8,13,21,86,41.19,76.85,36.13,0.81,9.22,60.36,15.9,51.1,Moderate
Kathmandu,2024-08-13,2024,8,13,22,80,38.38,75.98,41.6,0.4,38.76,18.55,14.1,51.4,Moderate
Kathmandu,2024-08-13,2024,8,13,23,64,30.67,47.7,49.0,1.06,13.96,62.6,14.0,38.5,Moderate
Kathmandu,2024-08-14,2024,8,14,0,42,20.4,31.11,58.54,0.31,13.92,58.83,13.0,43.9,Good
Kathmandu,2024-08-14,2024,8,14,1,50,24.28,44.89,24.86,0.93,22.39,44.95,16.0,34.5,Good
Kathmandu,2024-08-14,2024,8,14,2,47,22.75,41.11,45.92,0.58,33.48,62.33,15.6,34.6,Good
Kathmandu,2024-08-14,2024,8,14,3,46,22.22,38.0,48.77,0.33,26.34,57.2,18.7,36.3,Good
Kathmandu,2024-08-14,2024,8,14,4,51,24.72,41.06,46.89,1.13,25.38,55.84,20.5,37.8,Moderate
Kathmandu,2024-08-14,2024,8,14,5,51,24.46,46.53,43.63,0.39,32.06,68.61,20.7,33.4,Moderate
Kathmandu,2024-08-14,2024,8,14,6,59,28.22,54.09,53.39,1.08,20.81,59.51,21.5,44.2,Moderate
Kathmandu,2024-08-14,2024,8,14,7,68,32.73,71.87,53.81,0.88,23.07,41.32,21.6,46.8,Moderate
Kathmandu,2024-08-14,2024,8,14,8,88,42.3,73.38,44.9,1.02,14.26,23.42,24.1,47.7,Moderate
Kathmandu,2024-08-14,2024,8,14,9,63,30.25,60.36,37.05,0.88,21.77,47.28,28.1,58.1,Moderate
Kathmandu,2024-08-14,2024,8,14,10,57,27.15,56.96,41.95,1.09,6.31,14.9,26.2,69.5,Moderate
Kathmandu,2024-08-14,2024,8,14,11,41,19.53,39.77,47.95,0.72,33.67,23.23,26.8,66.6,Good
Kathmandu,2024-08-14,2024,8,14,12,45,21.89,40.46,38.22,0.76,5.41,10.21,27.7,66.5,Good
Kathmandu,2024-08-14,2024,8,14,13,45,21.43,42.51,40.13,1.01,27.16,15.83,33.1,81.9,Good
Kathmandu,2024-08-14,2024,8,14,14,42,20.35,33.24,38.18,0.46,24.67,57.03,25.0,76.0,Good
Kathmandu,2024-08-14,2024,8,14,15,32,15.47,31.77,35.5,0.45,7.88,67.84,24.8,79.3,Good
Kathmandu,2024-08-14,2024,8,14,16,57,27.44,59.73,35.25,1.06,19.04,71.71,24.7,71.7,Moderate
Kathmandu,2024-08-14,2024,8,14,17,51,24.39,46.18,36.93,0.4,8.06,77.5,27.3,61.7,Moderate
Kathmandu,2024-08-14,2024,8,14,18,72,34.61,57.71,46.33,0.9,39.98,37.38,22.0,70.1,Moderate
Kathmandu,2024-08-14,2024,8,14,19,87,41.66,76.59,41.15,0.51,33.15,25.3,19.9,59.4,Moderate
Kathmandu,2024-08-14,2024,8,14,20,79,37.89,66.03,45.71,0.74,5.3,60.12,16.6,50.2,Moderate
Kathmandu,2024-08-14,2024,8,14,21,94,44.78,78.28,21.48,1.05,6.7,52.59,15.9,49.7,Moderate
Kathmandu,2024-08-14,2024,8,14,22,70,33.81,65.52,48.39,0.99,34.03,34.6,14.9,45.5,Moderate
Kathmandu,2024-08-14,2024,8,14,23,61,29.52,64.45,31.8,1.02,25.48,62.42,12.8,43.9,Moderate
Kathmandu,2024-08-15,2024,8,15,0,46,22.31,37.54,34.87,0.93,25.87,62.61,10.2,34.2,Good
Kathmandu,2024-08-15,2024,8,15,1,47,22.73,43.39,23.69,0.41,27.06,17.67,16.4,34.8,Good
Kathmandu,2024-08-15,2024,8,15,2,48,23.16,48.97,30.54,0.31,9.69,76.18,14.0,36.1,Good
Kathmandu,2024-08-15,2024,8,15,3,50,24.17,43.87,47.82,1.18,31.84,40.48,15.7,43.1,Good
Kathmandu,2024-08-15,2024,8,15,4,45,21.87,43.41,27.53,0.74,27.46,23.94,18.4,37.1,Good
Kathmandu,2024-08-15,2024,8,15,5,48,23.19,48.99,45.78,0.9,9.63,22.42,18.9,44.6,Good
Kathmandu,2024-08-15,2024,8,15,6,54,26.18,43.8,27.91,0.82,12.45,44.7,24.9,44.0,Moderate
Kathmandu,2024-08-15,2024,8,15,7,71,33.94,64.09,35.83,1.16,34.87,64.04,22.3,51.2,Moderate
Kathmandu,2024-08-15,2024,8,15,8,77,36.74,63.22,59.15,0.56,25.95,19.56,26.7,54.7,Moderate
Kathmandu,2024-08-15,2024,8,15,9,83,39.57,59.39,41.83,0.99,30.03,24.52,28.2,61.0,Moderate
